bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
892443,631827,2017-04-24,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,3,0,0,10
892444,645200,2017-05-15,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,1,1,0,10
892445,634380,2017-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,2,1,0,13
892445,651696,2017-05-26,Assembly,"Do pass as amended",12,4,1,0,17
892445,655885,2017-05-31,Assembly,"AB 33 QUIRK Assembly Third Reading",58,17,5,0,80
892446,604222,2017-03-15,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Human Services]",7,0,0,0,7
892446,631571,2017-04-25,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations] with the recommendation: To Consent Calendar",5,0,0,0,5
892446,644259,2017-05-15,Senate,"Placed on suspense file",7,0,0,0,7
892446,650709,2017-05-25,Senate,"Do pass",7,0,0,0,7
892446,655754,2017-05-31,Senate,"Special Consent SB12 Beall",40,0,0,0,40
892446,669158,2017-06-27,Assembly,"Do pass as amended, and be re-referred to the Committee on [Higher Education] with recommendation: To Consent Calendar",7,0,0,0,7
892446,672087,2017-07-11,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",13,0,0,0,13
892446,674571,2017-09-01,Assembly,"Do pass as amended",16,0,1,0,17
892446,675947,2017-09-13,Assembly,"SB 12 Beall Senate Third Reading By GIPSON",77,0,2,0,79
892446,676096,2017-09-14,Senate,"Unfinished Business SB12 Beall et al. Concurrence",40,0,0,0,40
892447,604249,2017-03-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,0,7
892447,617397,2017-04-03,Senate,"Placed on suspense file",7,0,0,0,7
892448,603182,2017-03-14,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",2,4,1,0,7
892448,603183,2017-03-14,Assembly,Reconsideration,7,0,0,0,7
892449,580877,2017-02-09,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Rules]",7,2,0,0,9
892449,618547,2017-04-04,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",9,1,1,0,11
892449,647893,2017-05-22,Senate,"Placed on suspense file",7,0,0,0,7
892449,650614,2017-05-25,Senate,"Do pass as amended",5,2,0,0,7
892449,654445,2017-05-30,Senate,"Senate 3rd Reading SB57 Stern et al. Urgency Clause",24,9,7,0,40
892449,654446,2017-05-30,Senate,"Senate 3rd Reading SB57 Stern et al. Urgency Clause Reconsider",40,0,0,0,40
892450,605262,2017-03-15,Assembly,"Do pass and be re-referred to the Committee on [Housing and Community Development]",6,1,0,0,7
892450,620070,2017-04-05,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
892450,651835,2017-05-26,Assembly,"Do pass as amended",13,4,0,0,17
892450,656075,2017-05-31,Assembly,"AB 10 GARCIA, C. Assembly Third Reading",68,6,6,0,80
892450,669561,2017-06-28,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,0,7
892450,671830,2017-07-10,Senate,"Placed on suspense file",7,0,0,0,7
892450,674468,2017-09-01,Senate,"Do pass as amended",7,0,0,0,7
892450,675086,2017-09-06,Senate,"Assembly 3rd Reading AB10 Cristina Garcia By Mitchell",39,0,1,0,40
892450,675469,2017-09-11,Assembly,"AB 10 GARCIA, C. Concurrence in Senate Amendments",70,4,5,0,79
892451,630448,2017-04-24,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",2,3,0,0,5
892451,630449,2017-04-24,Senate,"[First] hearing set for [04-24-2017]: Failed passage in Committee. Reconsideration granted",5,0,0,0,5
892453,631681,2017-04-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,4,3,0,14
892453,631682,2017-04-24,Assembly,Reconsideration,14,0,0,0,14
892453,684188,2018-01-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,5,4,0,14
892454,619866,2017-04-05,Assembly,"Do pass as amended and be re-referred to the Committee on [Education]",7,0,0,0,7
892454,628026,2017-04-19,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,2,0,0,7
892454,651594,2017-05-26,Assembly,"Do pass as amended",12,5,0,0,17
892454,656106,2017-05-31,Assembly,"AB 45 THURMOND Assembly Third Reading",53,19,8,0,80
892454,669107,2017-06-27,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Education]",9,3,1,0,13
892454,672320,2017-07-12,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,2,0,0,7
892454,673780,2017-08-21,Senate,"Placed on suspense file",7,0,0,0,7
892454,674653,2017-09-01,Senate,"Do pass as amended",5,2,0,0,7
892454,675911,2017-09-13,Senate,"Assembly 3rd Reading AB45 Thurmond By Lara",27,12,1,0,40
892454,676310,2017-09-14,Assembly,"AB 45 Thurmond Concurrence in Senate Amendments",56,23,0,0,79
892457,617676,2017-04-03,Senate,"Senate 3rd Reading SCR4 Nguyen",39,0,1,0,40
892457,625968,2017-04-17,Assembly,"Be adopted. To Consent Calendar",9,0,2,0,11
892457,629010,2017-04-20,Assembly,"SCR 4 Nguyen Consent Calendar Second Day Regular Session",74,0,6,0,80
892458,620021,2017-04-05,Assembly,"Do pass",7,0,0,0,7
892458,626014,2017-04-17,Assembly,"AB 4 WALDRON Assembly Third Reading",76,0,4,0,80
892458,658718,2017-06-06,Senate,"Do pass and be ordered to the Consent Calendar",4,0,1,0,5
892458,661579,2017-06-12,Senate,"Consent Calendar 2nd AB4 Waldron",38,0,2,0,40
892459,634653,2017-04-26,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",7,0,0,0,7
892459,644681,2017-05-15,Senate,"Placed on suspense file",7,0,0,0,7
892460,626135,2017-04-17,Assembly,"Be re-referred to the Committees on [Natural Resources] and [Housing and Community Development]",9,0,2,0,11
892461,577876,2017-02-06,Senate,"Do pass, but first be re-referred to the Committee on [Budget and Fiscal Review ]",3,2,0,0,5
892461,580858,2017-02-09,Senate,"Do pass",11,4,2,0,17
892461,587494,2017-02-17,Senate,"Senate 3rd Reading SB28 Pan",26,7,7,0,40
892461,596637,2017-03-02,Assembly,"Do pass",22,5,2,0,29
892461,600779,2017-03-09,Assembly,"SB 28 Pan Senate Third Reading By TING",61,14,5,0,80
892462,629146,2017-04-19,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,1,0,0,7
892462,642474,2017-05-10,Assembly,"Do pass",15,0,2,0,17
892462,654090,2017-05-30,Assembly,"AB 46 COOPER Assembly Third Reading",71,2,7,0,80
892462,668538,2017-06-26,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",5,0,0,0,5
892462,672360,2017-07-11,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,0,7
892462,673769,2017-08-21,Senate,"Placed on suspense file",7,0,0,0,7
892462,674555,2017-09-01,Senate,"Do pass",7,0,0,0,7
892462,676149,2017-09-14,Senate,"Special Consent Calendar # AB46",40,0,0,0,40
892463,578986,2017-02-07,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,5,0,0,15
892463,590796,2017-02-22,Assembly,"Do pass as amended",12,5,0,0,17
892463,607056,2017-03-20,Assembly,"AB 18 GARCIA, E. Third Reading Urgency",54,19,7,0,80
892463,674307,2017-08-31,Senate,"Do pass, but first be re-referred to the Committee on [Governance and Finance]",6,2,1,0,9
892463,674308,2017-08-31,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",4,1,2,0,7
892463,771366,2018-08-13,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,4,0,9
892463,771722,2018-08-16,Senate,"Placed on suspense file",7,0,0,0,7
892464,608406,2017-03-21,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
892465,613904,2017-03-28,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",12,0,1,0,13
892465,626127,2017-04-17,Senate,"Do pass",7,0,0,0,7
892465,629096,2017-04-20,Senate,"Senate 3rd Reading SB20 Hill et al",40,0,0,0,40
892465,668669,2017-06-26,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",14,0,0,0,14
892465,674250,2017-08-30,Assembly,"Do pass. To Consent Calendar",15,0,2,0,17
892465,675701,2017-09-12,Assembly,"SB 20 Hill Senate Third Reading By NAZARIAN",78,0,1,0,79
892465,675776,2017-09-13,Senate,"Unfinished Business SB20 Hill et al. Concurrence",39,0,1,0,40
892467,633658,2017-04-25,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,3,1,0,13
892468,599788,2017-03-07,Senate,"Do pass, but first be re-referred to the Committee on [Environmental Quality]",8,4,1,0,13
892468,614973,2017-03-29,Senate,"Do pass, but first be re-referred to the Committee on [Governance and Finance]",4,2,1,0,7
892468,628021,2017-04-19,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,1,1,0,7
892468,644426,2017-05-15,Senate,"Placed on suspense file",7,0,0,0,7
892468,650408,2017-05-25,Senate,"Do pass as amended",5,2,0,0,7
892468,656578,2017-06-01,Senate,"Senate 3rd Reading SB4 Mendoza",27,13,0,0,40
892468,672031,2017-07-11,Assembly,"Do pass and be re-referred to the Committee on [Local Government]",15,0,0,0,15
892468,672560,2017-07-12,Assembly,"Do pass as amended",9,0,0,0,9
892468,675450,2017-09-11,Assembly,"SB 4 Mendoza Third Reading Urgency By QUIRK-SILVA",73,1,5,0,79
892468,675878,2017-09-13,Senate,"That the Assembly amendments be concurred in",9,0,0,0,9
892468,676109,2017-09-14,Senate,"Unfinished Business SB4 Mendoza Urgency Clause Concurrence",38,0,2,0,40
892469,609907,2017-03-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,0,1,0,7
892470,633538,2017-04-26,Assembly,"Amend, and re-refer to the Committee on [Elections and Redistricting]",5,0,2,0,7
892471,634654,2017-04-26,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Public Safety]",8,0,1,0,9
892471,647969,2017-05-22,Senate,"Placed on suspense file",7,0,0,0,7
892472,628084,2017-04-19,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",7,0,0,0,7
892472,648014,2017-05-22,Senate,"Senate 3rd Reading SB11 Gaines",37,0,3,0,40
892472,668978,2017-06-26,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",9,0,1,0,10
892472,672933,2017-07-19,Assembly,"Do pass. To Consent Calendar",16,0,1,0,17
892472,674114,2017-08-24,Assembly,"SB 11 Gaines Consent Calendar Second Day Regular Session",76,0,3,0,79
892472,674394,2017-08-31,Senate,"Special Consent Calendar # SB11",37,0,3,0,40
892474,573000,2017-01-30,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",13,0,1,0,14
892474,580181,2017-02-08,Assembly,"Do pass",11,0,6,0,17
892474,582629,2017-02-13,Assembly,"AB 28 FRAZIER Third Reading Urgency",73,0,7,0,80
892474,594948,2017-02-28,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",13,0,0,0,13
892474,602371,2017-03-13,Senate,"Do pass",7,0,0,0,7
892474,605299,2017-03-16,Senate,"Assembly 3rd Reading AB28 Frazier et al. By Beall Urgency Clause",39,0,1,0,40
892474,606939,2017-03-20,Assembly,"AB 28 FRAZIER Concurrence in Senate Amendments",77,0,3,0,80
892476,629046,2017-04-19,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,2,0,0,7
892477,626927,2017-04-18,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,0,7
892477,635814,2017-05-01,Senate,"Placed on suspense file",7,0,0,0,7
892477,650589,2017-05-25,Senate,"Do pass",7,0,0,0,7
892477,655869,2017-05-31,Senate,"Special Consent Calendar # SB40",40,0,0,0,40
892477,669203,2017-06-27,Assembly,"Do pass as amended",6,0,1,0,7
892477,672905,2017-07-19,Assembly,"Do pass. To Consent Calendar",16,0,1,0,17
892477,674074,2017-08-24,Assembly,"SB 40 Roth Consent Calendar Second Day Regular Session",76,0,3,0,79
892477,674269,2017-08-31,Senate,"Special Consent Calendar # SB40",37,0,3,0,40
892478,618282,2017-04-04,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,1,1,0,7
892478,644357,2017-05-15,Senate,"Placed on suspense file",7,0,0,0,7
892478,650447,2017-05-25,Senate,"Do pass",5,2,0,0,7
892478,655919,2017-05-31,Senate,"Senate 3rd Reading SB10 Hertzberg et al",26,11,3,0,40
892478,672111,2017-07-11,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",4,2,1,0,7
892478,771750,2018-08-16,Assembly,"Do pass as amended",11,1,5,0,17
892478,772195,2018-08-20,Assembly,"SB 10 Hertzberg Senate Third Reading By BONTA",42,31,7,0,80
892478,772384,2018-08-21,Senate,"Unfinished Business SB10 Hertzberg et al. Concurrence",26,12,2,0,40
892479,583682,2017-02-14,Senate,"Do pass, but first be re-referred to the Committee on [Environmental Quality]",8,3,2,0,13
892479,590605,2017-02-22,Senate,"Do pass, but first be re-referred to the Committee on [Governance and Finance]",4,2,1,0,7
892479,599885,2017-03-08,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,1,1,0,7
892479,617594,2017-04-03,Senate,"Do pass as amended",5,2,0,0,7
892479,621052,2017-04-06,Senate,"Senate 3rd Reading SB1 Beall et al. Urgency Clause",27,11,2,0,40
892479,621190,2017-04-06,Assembly,"SB 1 Beall Third Reading Urgency By FRAZIER",54,26,0,0,80
892480,627746,2017-04-19,Assembly,"Do pass and be re-referred to the Committee on [Natural Resources]",14,0,1,0,15
892480,632143,2017-04-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,0,0,10
892480,637614,2017-05-03,Assembly,"Do pass. To Consent Calendar",16,0,1,0,17
892480,643675,2017-05-11,Assembly,"AB 36 NAZARIAN Consent Calendar Second Day Regular Session",77,0,3,0,80
892480,658824,2017-06-06,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",10,0,1,0,11
892480,674186,2017-08-28,Senate,"Placed on suspense file",3,2,2,0,7
892480,676591,2017-09-15,Senate,"W/O REF. TO FILE AB36 Nazarian By Wiener",36,0,4,0,40
892481,598869,2017-03-07,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
892481,651524,2017-05-26,Assembly,"Do pass",17,0,0,0,17
892481,654323,2017-05-30,Assembly,"AB 60 SANTIAGO Assembly Third Reading",75,0,5,0,80
892481,762929,2018-06-12,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,0,1,0,7
892481,769560,2018-07-02,Senate,"Placed on suspense file",7,0,0,0,7
892481,771644,2018-08-16,Senate,"Do pass",7,0,0,0,7
892481,772692,2018-08-24,Senate,"Special Consent AB60 Santiago",39,0,1,0,40
892481,773521,2018-08-29,Assembly,"AB 60 SANTIAGO Concurrence in Senate Amendments",80,0,0,0,80
892482,567598,2017-01-13,Assembly,"Be adopted. To third reading",7,3,1,0,11
892482,568079,2017-01-17,Assembly,"HR 5 BURKE Assembly Third Reading",52,17,11,0,80
892483,566279,2016-12-05,Assembly,"HR 3 RENDON By CALDERON",79,0,1,0,80
892484,618527,2017-04-04,Assembly,"Do pass as amended and be re-referred to the Committee on [Rules]",11,0,0,0,11
892484,637537,2017-05-03,Assembly,"Do pass. To Consent Calendar",16,0,1,0,17
892484,643503,2017-05-11,Assembly,"AB 31 RODRIGUEZ Consent Calendar Second Day Regular Session",77,0,3,0,80
892484,672365,2017-07-11,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations] with the recommendation: To Consent Calendar",7,0,0,0,7
892484,673918,2017-08-21,Senate,"Placed on suspense file",7,0,0,0,7
892484,674606,2017-09-01,Senate,"Do pass",7,0,0,0,7
892484,676127,2017-09-14,Senate,"Assembly 3rd Reading AB31 Rodriguez By Jackson",27,10,3,0,40
892484,676462,2017-09-15,Assembly,"AB 31 Rodriguez Concurrence in Senate Amendments",75,0,4,0,79
892484,774576,2017-08-21,Senate,,7,0,0,0,7
892485,573712,2017-01-31,Senate,"Do pass, but first be re-referred to the Committee on [Human Services]",5,2,0,0,7
892485,583657,2017-02-14,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",3,1,1,0,5
892485,602451,2017-03-13,Senate,"Placed on suspense file",2,4,1,0,7
892485,602452,2017-03-13,Senate,"Do pass",5,2,0,0,7
892485,617349,2017-04-03,Senate,"Senate 3rd Reading SB6 Hueso et al. Urgency Clause",28,11,1,0,40
892485,676234,2017-09-14,Assembly,"SB 6 Hueso Third Reading Urgency By GARCIA, E",78,0,1,0,79
892485,676570,2017-09-15,Senate,"Unfinished Business SB6 Hueso et al. Urgency Clause Concurrence",37,0,3,0,40
892486,567600,2017-01-13,Senate,"Be adopted. Ordered to third reading",5,2,0,0,7
892486,568117,2017-01-17,Senate,"Senate 3rd Reading SR9 Jackson et al",27,11,2,0,40
892488,684917,2018-01-09,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",14,0,1,0,15
892488,686199,2018-01-18,Assembly,"Do pass",17,0,0,0,17
892488,690054,2018-01-29,Assembly,"AB 11 MCCARTY Assembly Third Reading",77,0,0,0,77
892488,768810,2018-06-27,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",9,0,0,0,9
892488,770573,2018-08-06,Senate,"Placed on suspense file",7,0,0,0,7
892488,771614,2018-08-16,Senate,"Do pass",7,0,0,0,7
892488,772484,2018-08-23,Senate,"Assembly 3rd Reading AB11 McCarty et al. By Mitchell",38,0,2,0,40
892488,774040,2018-08-31,Assembly,"AB 11 MCCARTY Concurrence in Senate Amendments",80,0,0,0,80
892489,578976,2017-02-07,Assembly,"Do pass and be re-referred to the Committee on [Human Services]",5,0,2,0,7
892489,583746,2017-02-14,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",4,1,2,0,7
892489,651559,2017-05-26,Assembly,"Do pass as amended",11,6,0,0,17
892489,656801,2017-06-01,Assembly,"AB 3 BONTA Assembly Third Reading",53,24,3,0,80
892489,765184,2018-06-19,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,2,0,0,7
892489,769568,2018-07-02,Senate,"Placed on suspense file",7,0,0,0,7
892490,627970,2017-04-19,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",13,0,0,0,13
892490,637229,2017-05-03,Assembly,"Do pass. To Consent Calendar",16,0,1,0,17
892490,643479,2017-05-11,Assembly,"AB 44 REYES Consent Calendar Second Day Regular Session",77,0,3,0,80
892490,672351,2017-07-12,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,0,0,0,5
892490,675670,2017-09-12,Senate,"Assembly 3rd Reading AB44 Reyes et al. By Leyva",40,0,0,0,40
892490,675804,2017-09-13,Assembly,"AB 44 Reyes Concurrence in Senate Amendments",78,0,1,0,79
892491,628015,2017-04-19,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",4,2,1,0,7
892491,651582,2017-05-26,Assembly,"Do pass",12,5,0,0,17
892491,655916,2017-05-31,Assembly,"AB 20 KALRA Assembly Third Reading",50,24,6,0,80
892491,671913,2017-07-10,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",3,2,0,0,5
892491,674270,2017-08-31,Senate,"Assembly 3rd Reading AB20 Kalra By Pan",24,14,2,0,40
892491,674896,2017-09-05,Assembly,"AB 20 KALRA Concurrence in Senate Amendments",46,28,5,0,79
892492,605481,2017-03-15,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
892492,620036,2017-04-05,Assembly,"Do pass",17,0,0,0,17
892492,634361,2017-04-27,Assembly,"AB 24 EGGMAN Assembly Third Reading",74,0,6,0,80
892492,660212,2017-06-07,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,0,7
892492,674434,2017-08-31,Senate,"Assembly 3rd Reading AB24 Eggman et al. By Stern",39,0,1,0,40
892492,674863,2017-09-05,Assembly,"AB 24 EGGMAN Concurrence in Senate Amendments",76,0,3,0,79
892493,610175,2017-03-22,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,0,1,0,7
892493,617369,2017-04-03,Senate,"Placed on suspense file",7,0,0,0,7
892493,650394,2017-05-25,Senate,"Do pass",7,0,0,0,7
892493,655741,2017-05-31,Senate,"Senate 3rd Reading SB52 Newman",39,1,0,0,40
892493,671018,2017-07-03,Assembly,"Be re-referred to the Committee on [Transportation]",11,0,0,0,11
892493,671858,2017-07-10,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",14,0,0,0,14
892493,674682,2017-09-01,Assembly,"Do pass",16,0,1,0,17
892493,675111,2017-09-07,Assembly,"SB 52 Newman Senate Third Reading By DALY",77,0,2,0,79
892493,675647,2017-09-12,Senate,"That the Assembly amendments be concurred in",10,0,3,0,13
892493,675892,2017-09-13,Senate,"Unfinished Business SB52 Newman Concurrence",40,0,0,0,40
892498,630485,2017-04-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,3,0,0,11
892498,642395,2017-05-10,Assembly,"Do pass",12,5,0,0,17
892498,644525,2017-05-15,Assembly,"AB 38 STONE Assembly Third Reading",55,23,2,0,80
892498,766306,2018-06-20,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,2,0,0,7
892498,772610,2018-08-23,Senate,"Assembly 3rd Reading AB38 Mark Stone By Galgiani",28,11,1,0,40
892498,773036,2018-08-27,Assembly,"AB 38 STONE Concurrence in Senate Amendments",55,23,2,0,80
892499,598970,2017-03-07,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Governance and Finance]",7,2,0,0,9
892499,610104,2017-03-22,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,1,1,0,7
892499,644362,2017-05-15,Senate,"Placed on suspense file",7,0,0,0,7
892499,650824,2017-05-25,Senate,"Do pass as amended",5,2,0,0,7
892499,654289,2017-05-30,Senate,"Senate 3rd Reading SB5 De León et al. Urgency Clause",31,9,0,0,40
892499,674333,2017-08-31,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,2,2,0,15
892499,675602,2017-09-12,Assembly,"Do pass",10,5,2,0,17
892499,676474,2017-09-15,Assembly,"SB 5 De León Third Reading Urgency By GARCIA, E",56,21,2,0,79
892499,676475,2017-09-16,Senate,"W/O REF. TO FILE SB5 De León Urgency Clause Concurrence",27,9,4,0,40
892500,605079,2017-03-15,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
892500,620080,2017-04-05,Assembly,"Do pass",17,0,0,0,17
892500,626149,2017-04-17,Assembly,"AB 37 O'DONNELL Assembly Third Reading",74,0,6,0,80
892500,660094,2017-06-07,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",7,0,0,0,7
892500,670962,2017-07-03,Senate,"Consent Calendar 2nd AB37",33,0,7,0,40
892501,637378,2017-05-02,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,2,0,0,7
892501,654416,2017-05-30,Senate,"Senate 3rd Reading SB33 Dodd et al",26,13,1,0,40
892501,668954,2017-06-27,Assembly,"Do pass as amended",8,3,0,0,11
892501,674900,2017-09-05,Assembly,"SB 33 Dodd Senate Third Reading By DABABNEH",46,23,10,0,79
892501,675078,2017-09-06,Senate,"Unfinished Business SB33 Dodd et al. Concurrence",25,13,2,0,40
892502,613242,2017-03-27,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Environmental Quality]",8,1,0,0,9
892502,620113,2017-04-05,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",5,2,0,0,7
892502,633096,2017-04-25,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,2,0,0,7
892502,644408,2017-05-15,Senate,"Placed on suspense file",7,0,0,0,7
892502,650720,2017-05-25,Senate,"Do pass",5,2,0,0,7
892502,654454,2017-05-30,Senate,"Senate 3rd Reading SB51 Jackson",28,11,1,0,40
892502,668649,2017-06-26,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",10,0,0,0,10
892502,672140,2017-07-11,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",10,1,0,0,11
892502,674256,2017-08-30,Assembly,"Do pass",11,4,2,0,17
892502,674931,2017-09-05,Assembly,"SB 51 Jackson Senate Third Reading By GARCIA, C",59,13,7,0,79
892502,675085,2017-09-06,Senate,"Unfinished Business SB51 Jackson Concurrence",29,11,0,0,40
892503,626988,2017-04-18,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,0,0,0,5
892503,644373,2017-05-15,Senate,"Placed on suspense file",7,0,0,0,7
892503,650583,2017-05-25,Senate,"Do pass",7,0,0,0,7
892503,654036,2017-05-30,Senate,"Senate 3rd Reading SB45 Mendoza et al",40,0,0,0,40
892503,672363,2017-07-12,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",6,0,1,0,7
892503,674033,2017-08-23,Assembly,"Do pass. To Consent Calendar",15,0,2,0,17
892503,674377,2017-08-31,Assembly,"SB 45 Mendoza Consent Calendar Second Day Regular Session",73,0,6,0,79
892503,674913,2017-09-05,Senate,"Special Consent SB45 Mendoza et al",40,0,0,0,40
892504,636634,2017-05-02,Assembly,"Do pass as amended and be re-referred to the Committee on [Health]",10,0,6,0,16
892504,641609,2017-05-09,Assembly,"Do pass as amended",9,2,4,0,15
892505,626916,2017-04-18,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",14,0,2,0,16
892505,651579,2017-05-26,Assembly,"Do pass as amended",12,0,5,0,17
892505,656851,2017-06-01,Assembly,"AB 64 BONTA Assembly Third Reading",71,1,8,0,80
892505,671933,2017-07-10,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",9,0,0,0,9
892505,673804,2017-08-21,Senate,"Placed on suspense file",7,0,0,0,7
892506,608422,2017-03-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,2,0,0,7
892506,619720,2017-04-05,Assembly,"Do pass",11,6,0,0,17
892506,629137,2017-04-20,Assembly,"AB 7 GIPSON Assembly Third Reading",44,29,7,0,80
892506,666339,2017-06-20,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,2,0,0,7
892506,671922,2017-07-10,Senate,"Placed on suspense file",7,0,0,0,7
892506,674524,2017-09-01,Senate,"Do pass",5,2,0,0,7
892506,675585,2017-09-12,Senate,"Assembly 3rd Reading AB7 Gipson et al. By Portantino",24,14,2,0,40
892506,675787,2017-09-13,Assembly,"AB 7 Gipson Concurrence in Senate Amendments",43,32,4,0,79
892507,626933,2017-04-18,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",4,2,1,0,7
892507,651583,2017-05-26,Assembly,"Do pass as amended",9,7,1,0,17
892507,656835,2017-06-01,Assembly,"AB 42 BONTA Assembly Third Reading",35,37,8,0,80
892508,629452,2017-04-19,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,1,1,0,7
892508,637586,2017-05-03,Assembly,"Do pass",11,4,2,0,17
892508,643469,2017-05-11,Assembly,"AB 55 THURMOND Assembly Third Reading",53,19,8,0,80
892508,669765,2017-06-28,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",3,1,1,0,5
892508,674286,2017-08-31,Senate,"Assembly 3rd Reading AB55 Thurmond By Bradford",26,12,2,0,40
892508,674944,2017-09-05,Assembly,"AB 55 THURMOND Concurrence in Senate Amendments",53,22,4,0,79
892511,637581,2017-05-03,Assembly,"Do pass. To Consent Calendar",13,0,0,0,13
